name,imo,mmsi,detail_url,source
LITEYNY PROSPECT,9256078,273254130,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/164,GUR War & Sanctions – Marine vessels
DELFINA,9256248,636022667,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1257,GUR War & Sanctions – Marine vessels
ELMO,9256913,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/758,GUR War & Sanctions – Marine vessels
KONGM,9256975,570322000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1262,GUR War & Sanctions – Marine vessels
STAR TWINKLE 6,9256987,352003519,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1096,GUR War & Sanctions – Marine vessels
BOSCA,9257022,621819068,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/432,GUR War & Sanctions – Marine vessels
MIN HANG,9257137,518999094,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/576,GUR War & Sanctions – Marine vessels
NESO,9257149,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/823,GUR War & Sanctions – Marine vessels
FURIA,9257802,667001248,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/568,GUR War & Sanctions – Marine vessels
TOREX,9257814,577008000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/509,GUR War & Sanctions – Marine vessels
AMELL,9257993,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/705,GUR War & Sanctions – Marine vessels
KAZAN,9258002,273259910,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/183,GUR War & Sanctions – Marine vessels
NOSTOS,9258014,636019667,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/945,GUR War & Sanctions – Marine vessels
EDERRA,9258026,613914210,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/801,GUR War & Sanctions – Marine vessels
AKAR WEST,9258167,629009536,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/763,GUR War & Sanctions – Marine vessels
LAUREN II,9258521,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/694,GUR War & Sanctions – Marine vessels
NOCTIS,9258868,620999845,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/456,GUR War & Sanctions – Marine vessels
CARCHARODON,9258882,629009570,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1007,GUR War & Sanctions – Marine vessels
DAKSHA,9259185,620999378,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/278,GUR War & Sanctions – Marine vessels
SKYLYN,9259197,750064000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/464,GUR War & Sanctions – Marine vessels
DAVINA,9259367,306531000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/376,GUR War & Sanctions – Marine vessels
LAURYN,9259599,632001102,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/38,GUR War & Sanctions – Marine vessels
YI TONG,9259733,352002051,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/783,GUR War & Sanctions – Marine vessels
ETERNAL PEACE,9259745,306723000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/862,GUR War & Sanctions – Marine vessels
BIANCA,9259927,636023688,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1255,GUR War & Sanctions – Marine vessels
PERIDOT,9259991,577389000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1008,GUR War & Sanctions – Marine vessels
VISION,9260067,629009378,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1038,GUR War & Sanctions – Marine vessels
KATRAN,9260275,667002357,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/863,GUR War & Sanctions – Marine vessels
ARMADA LEADER,9260483,273448000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1206,GUR War & Sanctions – Marine vessels
FIESTA,9260823,667002321,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/487,GUR War & Sanctions – Marine vessels
QUARTZ,9261401,511101792,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1291,GUR War & Sanctions – Marine vessels
HANNAH,9261619,613511201,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/864,GUR War & Sanctions – Marine vessels
C VIKING,9261657,667002414,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/810,GUR War & Sanctions – Marine vessels
BERG 1,9262168,306199000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/388,GUR War & Sanctions – Marine vessels
FIONA II,9262766,351073000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/633,GUR War & Sanctions – Marine vessels
UTAKI,9262924,667002334,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/621,GUR War & Sanctions – Marine vessels
SOUTH STAR,9263186,630001103,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/950,GUR War & Sanctions – Marine vessels
NORDIMAR GALE,9263198,577677000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/951,GUR War & Sanctions – Marine vessels
STORM PEARL,9263203,577104000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/970,GUR War & Sanctions – Marine vessels
BIG MAG,9263215,356336000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1091,GUR War & Sanctions – Marine vessels
FRUNZE,9263643,518998343,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/561,GUR War & Sanctions – Marine vessels
SINO STAR,9263693,477642800,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1221,GUR War & Sanctions – Marine vessels
PM BACTON,9264283,667002454,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/811,GUR War & Sanctions – Marine vessels
NAYARA,9264570,511101768,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/544,GUR War & Sanctions – Marine vessels
OMRA,9264881,750766000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1163,GUR War & Sanctions – Marine vessels
SUNNY,9265756,629009608,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/500,GUR War & Sanctions – Marine vessels
KAMELOT,9265873,667002405,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/865,GUR War & Sanctions – Marine vessels
SEA MAVERICK,9265885,667002316,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/866,GUR War & Sanctions – Marine vessels
SAURI,9266475,613003808,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/804,GUR War & Sanctions – Marine vessels
SEAHORSE,9266750,314901000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/921,GUR War & Sanctions – Marine vessels
SEA RAKER,9266762,255916308,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/956,GUR War & Sanctions – Marine vessels
NEW POWER,9266853,620800046,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/708,GUR War & Sanctions – Marine vessels
BIVOLA,9266865,352004768,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1056,GUR War & Sanctions – Marine vessels
PIERRE,9266877,667002336,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1033,GUR War & Sanctions – Marine vessels
OLIA,9268112,629009588,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/578,GUR War & Sanctions – Marine vessels
SONDOS,9268186,305263000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1266,GUR War & Sanctions – Marine vessels
CINDY,9270517,314001094,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/536,GUR War & Sanctions – Marine vessels
Krymsk,9270529,273259230,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/165,GUR War & Sanctions – Marine vessels
BELA,9270749,511101827,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1021,GUR War & Sanctions – Marine vessels
VIEW,9271327,632001123,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/663,GUR War & Sanctions – Marine vessels
YUAN QI,9271406,620999875,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/834,GUR War & Sanctions – Marine vessels
KOMANDER,9271585,273274930,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/419,GUR War & Sanctions – Marine vessels
MOCHA,9271951,629009582,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/635,GUR War & Sanctions – Marine vessels
POLARIS 1,9272694,422546600,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/825,GUR War & Sanctions – Marine vessels
GARUDA,9272931,630001159,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/947,GUR War & Sanctions – Marine vessels
SOUFIA 1,9273052,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/570,GUR War & Sanctions – Marine vessels
STARWAY,9273246,352004620,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/946,GUR War & Sanctions – Marine vessels
ALEXANDRA,9273260,636023078,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1253,GUR War & Sanctions – Marine vessels
TIFANI,9273337,511101651,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1179,GUR War & Sanctions – Marine vessels
ASTRA,9273387,574005470,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/655,GUR War & Sanctions – Marine vessels
BLUE EMBER,9273442,629009610,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1013,GUR War & Sanctions – Marine vessels
TM HAI HA 568,9274082,574004200,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1125,GUR War & Sanctions – Marine vessels
SHANGRI LA,9274434,620999836,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/484,GUR War & Sanctions – Marine vessels
SORION,9274446,632001085,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/45,GUR War & Sanctions – Marine vessels
LXH,9274525,352002251,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1202,GUR War & Sanctions – Marine vessels
DEIMOS,9274616,632001101,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/46,GUR War & Sanctions – Marine vessels
ASTRAL,9274800,668116219,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/498,GUR War & Sanctions – Marine vessels
ROC,9275660,352004455,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1090,GUR War & Sanctions – Marine vessels
BLAGE,9275763,655983000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/979,GUR War & Sanctions – Marine vessels
PEGASUS,9276028,629009654,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/718,GUR War & Sanctions – Marine vessels
ECHO,9276030,314972000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/624,GUR War & Sanctions – Marine vessels
PRS OCEAN,9276561,629009508,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/603,GUR War & Sanctions – Marine vessels
FABULE,9276573,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/817,GUR War & Sanctions – Marine vessels
CH BILLION,9276585,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/772,GUR War & Sanctions – Marine vessels
ROSALIND,9277735,632001136,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/281,GUR War & Sanctions – Marine vessels
ELISE,9277747,511101695,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/571,GUR War & Sanctions – Marine vessels
LARK,9277759,511101731,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1023,GUR War & Sanctions – Marine vessels
SOFOS,9278064,667002413,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/867,GUR War & Sanctions – Marine vessels
DING XIANG,9280366,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/830,GUR War & Sanctions – Marine vessels
FURY,9280873,632001128,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/384,GUR War & Sanctions – Marine vessels
APUS,9280885,352001692,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/651,GUR War & Sanctions – Marine vessels
JI HANG,9281009,613829601,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1055,GUR War & Sanctions – Marine vessels
DIANCHI,9281011,620999854,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/501,GUR War & Sanctions – Marine vessels
AQUILA II,9281152,352001694,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/652,GUR War & Sanctions – Marine vessels
MEDNA,9281683,620999315,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/628,GUR War & Sanctions – Marine vessels
MEROPE,9281891,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/466,GUR War & Sanctions – Marine vessels
ABHRA,9282041,750709000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/785,GUR War & Sanctions – Marine vessels
SIONA,9282106,620800099,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1273,GUR War & Sanctions – Marine vessels
OLINA,9282479,668116324,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/606,GUR War & Sanctions – Marine vessels
TAGOR,9282481,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/580,GUR War & Sanctions – Marine vessels
ASTERI,9282493,629009042,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/493,GUR War & Sanctions – Marine vessels
CAUVERI,9282508,352002074,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/593,GUR War & Sanctions – Marine vessels
AQUA LIVE,9282792,307031000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/569,GUR War & Sanctions – Marine vessels
ATLANTICOS,9282986,273617650,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/977,GUR War & Sanctions – Marine vessels
DIGNITY,9283241,273253500,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/658,GUR War & Sanctions – Marine vessels
DUSK,9283289,629009770,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/457,GUR War & Sanctions – Marine vessels
TIBURON,9283291,667001287,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/554,GUR War & Sanctions – Marine vessels
FINA A,9283306,550071125,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1004,GUR War & Sanctions – Marine vessels
SHAH ISMAYIL KHATAI,9284116,423205100,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1064,GUR War & Sanctions – Marine vessels
PANDA,9284582,750109000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/579,GUR War & Sanctions – Marine vessels
LEOPARD,9284594,574005550,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/573,GUR War & Sanctions – Marine vessels
BONIFACY,9284726,613003743,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/868,GUR War & Sanctions – Marine vessels
NIL 308,9285744,629009476,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/646,GUR War & Sanctions – Marine vessels
BILI,9285756,629009484,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/630,GUR War & Sanctions – Marine vessels
SEA FIDELITY,9285835,620999927,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/407,GUR War & Sanctions – Marine vessels
SIRIUS 1,9285847,620999839,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/734,GUR War & Sanctions – Marine vessels
PACIFIC RUNNER,9285859,650640000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/405,GUR War & Sanctions – Marine vessels
NEXT,9286023,630001114,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1014,GUR War & Sanctions – Marine vessels
RCELEBRA,9286073,613902500,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/808,GUR War & Sanctions – Marine vessels
SAMADHA,9286281,667002428,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1041,GUR War & Sanctions – Marine vessels
LEGACY CREST,9286657,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/266,GUR War & Sanctions – Marine vessels
MARINE SPIRIT,9288019,620999969,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/824,GUR War & Sanctions – Marine vessels
WEN YAO,9288095,306254000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/385,GUR War & Sanctions – Marine vessels
TWENTY ONE,9288265,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/756,GUR War & Sanctions – Marine vessels
CONICO ATLAS,9288693,620800015,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/433,GUR War & Sanctions – Marine vessels
AURO,9288708,620999725,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/408,GUR War & Sanctions – Marine vessels
KARS,9288710,620999998,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/406,GUR War & Sanctions – Marine vessels
BRAVE DISCOVERER,9288722,620800016,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/410,GUR War & Sanctions – Marine vessels
ARABESCA,9288734,667001321,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/543,GUR War & Sanctions – Marine vessels
MARATHON,9288746,620999965,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/431,GUR War & Sanctions – Marine vessels
GRINCH,9288851,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/502,GUR War & Sanctions – Marine vessels
VALENTE,9288863,629009566,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1011,GUR War & Sanctions – Marine vessels
YUG,9288875,620999317,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1161,GUR War & Sanctions – Marine vessels
NORELLA,9288899,667002027,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/265,GUR War & Sanctions – Marine vessels
PACIFICOS,9288930,273616650,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/975,GUR War & Sanctions – Marine vessels
SUZDAL,9288992,273444330,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1098,GUR War & Sanctions – Marine vessels
M SOPHIA,9289477,374933000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/695,GUR War & Sanctions – Marine vessels
BENDIGO,9289491,306269000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/383,GUR War & Sanctions – Marine vessels
PACKARD,9289518,314001078,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/869,GUR War & Sanctions – Marine vessels
DHEZI,9289520,306667000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/260,GUR War & Sanctions – Marine vessels
BRIDGET,9289532,314001077,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/870,GUR War & Sanctions – Marine vessels
GENJI,9289738,620800042,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/913,GUR War & Sanctions – Marine vessels
SAVITRI,9289752,667002039,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/585,GUR War & Sanctions – Marine vessels
MAISAN,9289776,610000040,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/871,GUR War & Sanctions – Marine vessels
HULDA,9290309,668116313,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/448,GUR War & Sanctions – Marine vessels
LADY LOUISE,9290323,352003797,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/780,GUR War & Sanctions – Marine vessels
JUMBO,9290335,352005093,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/427,GUR War & Sanctions – Marine vessels
KONYA,9290373,352003605,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1219,GUR War & Sanctions – Marine vessels
VAYU 1,9290517,610107137,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/812,GUR War & Sanctions – Marine vessels
DORIN,9290828,610107121,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/952,GUR War & Sanctions – Marine vessels
VICTORY ARI,9290919,305049000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1267,GUR War & Sanctions – Marine vessels
BEAST,9290921,667001236,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/840,GUR War & Sanctions – Marine vessels
CORTEX,9291250,620999137,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/477,GUR War & Sanctions – Marine vessels
SILVAR,9291262,352001887,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/616,GUR War & Sanctions – Marine vessels
TOPAZ,9292034,620800027,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/742,GUR War & Sanctions – Marine vessels
NOVA CREST,9292046,314960000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/764,GUR War & Sanctions – Marine vessels
TANGO,9292058,629009664,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/740,GUR War & Sanctions – Marine vessels
TALISMAN,9292060,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/739,GUR War & Sanctions – Marine vessels
BERTHA,9292163,518999103,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/629,GUR War & Sanctions – Marine vessels
KAYSERI,9292199,352003627,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1217,GUR War & Sanctions – Marine vessels
AMAZON,9292204,461000219,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/273,GUR War & Sanctions – Marine vessels
CRYSTAL ROSE,9292228,352001298,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/377,GUR War & Sanctions – Marine vessels
TORERO M,9292503,550071157,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/555,GUR War & Sanctions – Marine vessels
RICCA,9292577,352002725,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1032,GUR War & Sanctions – Marine vessels
TEAM,9292589,577095000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1012,GUR War & Sanctions – Marine vessels
LISTIGA,9292838,667002323,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1061,GUR War & Sanctions – Marine vessels
SAI,9292979,352002775,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/617,GUR War & Sanctions – Marine vessels
NOBLE WALKER,9292981,307025000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/614,GUR War & Sanctions – Marine vessels
NASLEDIE,9293002,273279840,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/515,GUR War & Sanctions – Marine vessels
SUN,9293117,304736000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/531,GUR War & Sanctions – Marine vessels
BENEDICT,9293155,629009474,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/510,GUR War & Sanctions – Marine vessels
SATURN A,9293337,305007000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/966,GUR War & Sanctions – Marine vessels
FOTUO,9293959,613902601,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/967,GUR War & Sanctions – Marine vessels
KHALASI,9293997,626463000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/948,GUR War & Sanctions – Marine vessels
CHONGCHON,9294123,621819112,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/768,GUR War & Sanctions – Marine vessels
LILY,9294331,353502000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/786,GUR War & Sanctions – Marine vessels
MARJORIE,9296377,577678000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1188,GUR War & Sanctions – Marine vessels
PETA LUMINA,9296391,314909000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/267,GUR War & Sanctions – Marine vessels
RIGEL,9296406,655881000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/434,GUR War & Sanctions – Marine vessels
SENSUS,9296585,632001119,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/52,GUR War & Sanctions – Marine vessels
PROMETEI,9296597,667001378,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/872,GUR War & Sanctions – Marine vessels
MISSONI,9296810,352002353,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/577,GUR War & Sanctions – Marine vessels
SAGITTA,9296822,750067000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/446,GUR War & Sanctions – Marine vessels
ASLAN KHADARCEV,9297199,273440780,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/908,GUR War & Sanctions – Marine vessels
SALVIA,9297319,306268000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/381,GUR War & Sanctions – Marine vessels
URSUS MARITIMUS,9297345,636022406,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/620,GUR War & Sanctions – Marine vessels
YANHU,9297357,620999848,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/496,GUR War & Sanctions – Marine vessels
URSUS ARCTOS,9297369,636022405,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/894,GUR War & Sanctions – Marine vessels
DIVA 1,9297371,620999805,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/422,GUR War & Sanctions – Marine vessels
